Save,noxycon,ntemp,ndensity,norif,nsernum,ninjpres,ninjdur,nfuelt,nfueltemp,ninst,fileBaseName,date,readme,refs,oxycon,oxyconU,ambComp,ambCompU,MW,Ta,TaS,TaU,Ta_ai,Tbulk,dens,densS,densU,dens_ai,densbulk,ambP,Z,ZU,ambVelocity,ambVelocityU,ambVelTurbulence,ambVelTurbulenceU,vessGeom,injP,injPS,injPU,Tfuel,TfuelS,TfuelU,Tnozzle,TnozzleS,TnozzleU,roi,roiS,roiU,injDur,injDurS,injDurU,injMass,injMassS,injMassU,Cd,CdU,Ca,CaU,orifDiam,orifDiamU,nozGeom,nozGeomU,needlePos,needlePosU,injlag,fuelprops,liqlen,liqlenS,liqlenU,liftoff,liftoffS,liftoffU,igndly,igndlyS,igndlyU,igndlyL,igndlyLS,igndlyLU,pressCV,jetpen,flamelength,spreadAngle,mixing,velocity,combSpecies,liqVol,dropDia,soot,movie,AddFiles
-,mole fraction %,K,kg/m3,mm,-,MPa,ms,-,K,-,-,-,-,-,mole fraction %,mole fraction %,mole fraction %,mole fraction %,-,K,K,K,K,K,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liquid volume fraction,mm,-,-,-
-,vol%,K,kg/m<sup>3</sup>,mm,-,MPa,ms,-,K,-,-,-,-,-,%,%,%,%,-,K,K,K,K,K,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liq vol fraction,mm,-,-,-
294,21,1100,30,0.100-a,-,140,3.5,D2,436,Sandia,#AGDDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,21,-,O2 = 21.00;N2 = 69.33;CO2 = 6.11;H2O = 3.56;,-,29.47,1101.4,1.6,&plusmn; 1.1,1103,1052,30.01,0.03,&plusmn; 0.02,30.15,31.41,9.52,1.021,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,148.4;<a href= '/cvdata/assets/datafiles/fuelpress/AGDDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0.5,&plusmn; 0.7,436,-,-,-,-,-,-,-,-,4.94,0.06,-,14.21,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.071,-,-,-,-,7.67,-,-,0.21,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/agddgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
295,21,1200,30,0.100-a,-,140,3.5,D2,436,Sandia,#AEDDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,21,-,O2 = 21.00;N2 = 69.33;CO2 = 6.11;H2O = 3.56;,-,29.47,1197.3,1.5,&plusmn; 1.0,1198.8,1136.6,30.09,0.03,&plusmn; 0.02,30.22,31.7,10.39,1.022,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,149.1;<a href= '/cvdata/assets/datafiles/fuelpress/AEDDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,2.2,&plusmn; 1.8,436,-,-,-,-,-,-,-,-,4.98,0.07,-,14.37,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.07,-,-,-,-,5.71,-,-,0.39,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/aeddgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
296,21,1300,30,0.100-a,-,140,3.5,D2,436,Sandia,#ACDDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,21,-,O2 = 21.00;N2 = 69.33;CO2 = 6.11;H2O = 3.56;,-,29.47,1302.2,2.3,&plusmn; 1.5,1303.4,1228.7,29.97,0.06,&plusmn; 0.04,30.07,31.77,11.26,1.023,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,148.2;<a href= '/cvdata/assets/datafiles/fuelpress/ACDDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0.3,&plusmn; 0.6,436,-,-,-,-,-,-,-,-,5.67,0.13,-,16.4,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.07,-,-,-,-,4.5,-,-,0.52,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/acddgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
297,15,800,14.8,0.100-a,-,140,>4,D2,436,Sandia,#JMCDGDH,-,no ignition delay data in avg_file; <a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,-,-,-,-,-,-,-,-,805,783,-,-,-,15.04,15.1,3.4,1.009,-,-,-,-,-,-,138.4,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/' target='_blank'>rate of injection</a>,-,-,7,-,-,19.3,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/nozgeom/nozzleDwg.PNG' target='_blank'>Drawing</a>; <a href='/cvdata/assets/datafiles/nozgeom/sacVolumeDimensions.pdf' target='_blank'>sac Vol. Dim.</a>,-,-,-,0.074,-,-,-,-,80.3,-,-,0,-,-,-,-,-, <a href='/cvdata/assets/datafiles/press/jmcdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
298,15,900,14.8,0.100-a,-,130,>4,D2,436,Sandia,#JKCDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,901.2,1,&plusmn; 0.4,906.7,876.6,14.81,0.02,&plusmn; 0.01,15.09,15.22,3.83,1.009,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,139.3;<a href= '/cvdata/assets/datafiles/fuelpress/JKCDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0.5,&plusmn; 0.6,436,-,-,-,-,-,-,-,-,6.35,0.05,-,17.92,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,38.17,-,-,1.12,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jkcdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
299,15,1000,14.8,0.100-a,-,130,>4,D2,436,Sandia,#JICDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,998.2,2,&plusmn; 0.8,1003.5,965,14.81,0.03,&plusmn; 0.01,15.06,15.32,4.24,1.01,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,147.3;<a href= '/cvdata/assets/datafiles/fuelpress/JICDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,6.4,&plusmn; 3.0,436,-,-,-,-,-,-,-,-,7.59,0.04,-,21.46,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,25.57,-,-,0.69,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jicdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
300,15,1100,14.8,0.100-a,-,140,>4,D2,436,Sandia,#JGCDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1099.1,1.6,&plusmn; 0.6,1104.1,1056.9,14.8,0.02,&plusmn; 0.01,15.02,15.39,4.67,1.01,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,144.8;<a href= '/cvdata/assets/datafiles/fuelpress/JGCDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.1,&plusmn; 0.8,436,-,-,-,-,-,-,-,-,7.57,0.03,-,21.42,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,17.14,-,-,0.53,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jgcdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
301,15,1200,14.8,0.100-a,-,140,>4,D2,436,Sandia,#JECDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1201.2,1.7,&plusmn; 0.7,1204.2,1148.9,14.8,0.02,&plusmn; 0.01,14.92,15.48,5.11,1.01,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,144.8;<a href= '/cvdata/assets/datafiles/fuelpress/JECDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,3,&plusmn; 1.6,436,-,-,-,-,-,-,-,-,4.58,0.11,-,12.99,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,12.91,-,-,0.61,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jecdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
302,15,1300,14.8,0.100-a,-,140,>4,D2,436,Sandia,#JCCDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1302.5,1.6,&plusmn; 0.7,1305.3,1239.3,14.79,0.02,&plusmn; 0.01,14.9,15.54,5.53,1.011,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,142.9;<a href= '/cvdata/assets/datafiles/fuelpress/JCCDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.6,&plusmn; 1.0,436,-,-,-,-,-,-,-,-,4.65,0.09,-,13.19,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,9.49,-,-,0.67,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jccdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
303,15,1000,7.3,0.100-a,-,140,>4,D2,436,Sandia,#JIBDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1001.6,1.4,&plusmn; 0.7,1013,975.8,7.28,0.01,&plusmn; 0.00,7.54,7.47,2.08,1.005,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,142.6;<a href= '/cvdata/assets/datafiles/fuelpress/JIBDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0.4,&plusmn; 0.6,436,-,-,-,-,-,-,-,-,6.77,0.01,-,18.98,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.072,-,-,-,-,48.3,-,-,2.1,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jibdgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
304,15,1000,30,0.100-a,-,140,>4,D2,436,Sandia,#JIDDGDH,-,no ignition delay data in avg_file; <a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,-,-,-,-,-,-,-,-,1001,962,-,-,-,30.2,31.2,8.7,1.021,-,-,-,-,-,-,146.7,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/' target='_blank'>rate of injection</a>,-,-,7.5,-,-,21.1,-,-,-,-,-,-,-,-,<a href='/cvdata/assets/datafiles/nozgeom/nozzleDwg.PNG' target='_blank'>Drawing</a>; <a href='/cvdata/assets/datafiles/nozgeom/sacVolumeDimensions.pdf' target='_blank'>sac Vol. Dim.</a>,-,-,-,0.073,-,-,-,-,13.2,-,-,0,-,-,-,-,-, <a href='/cvdata/assets/datafiles/press/jiddgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
305,15,1000,58.5,0.100-a,-,140,>4,D2,436,Sandia,#JIEDGDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,994.9,2,&plusmn; 2.0,995.8,949.8,58.7,0.01,&plusmn; 0.01,58.87,61.5,17.36,1.046,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,159.3;<a href= '/cvdata/assets/datafiles/fuelpress/JIEDGDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0,&plusmn; 0.4,436,-,-,-,-,-,-,-,-,5.32,0.14,-,15.72,-,-,0.8,-,-,-,0.1,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.069,-,-,-,-,8.81,-,-,0.33,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jiedgDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
306,15,1000,7.3,0.180-a,-,140,>4,D2,436,Sandia,#JIBDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1000.4,1.3,&plusmn; 0.2,1027.1,974.6,7.27,0.01,&plusmn; 0.00,7.9,7.46,2.08,1.005,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,142.2;<a href= '/cvdata/assets/datafiles/fuelpress/JIBDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.5,&plusmn; 0.6,436,-,-,-,-,-,-,-,-,7.15,0.15,-,62.55,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,52.74,-,-,2.16,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jibdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
307,15,1100,7.3,0.180-a,-,140,4,D2,436,Sandia,#JGBDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1097.2,1.8,&plusmn; 0.7,1114.9,1064.2,7.27,0.01,&plusmn; 0.00,7.66,7.5,2.28,1.005,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,141.2;<a href= '/cvdata/assets/datafiles/fuelpress/JGBDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1,&plusmn; 0.8,436,-,-,-,-,-,-,-,-,6.34,0.01,-,55.49,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,37.97,-,-,1.29,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jgbdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
308,15,1200,7.3,0.180-a,-,140,4,D2,436,Sandia,#JEBDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1201.4,0.8,&plusmn; 0.2,1218.7,1159.9,7.27,0,&plusmn; 0.00,7.62,7.53,2.5,1.005,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,142.3;<a href= '/cvdata/assets/datafiles/fuelpress/JEBDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,2.4,&plusmn; 0.9,436,-,-,-,-,-,-,-,-,6.21,0.13,-,54.4,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,26.88,-,-,0.79,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jebdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
309,15,1300,7.3,0.180-a,-,140,4,D2,436,Sandia,#JCBDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1299.2,1.1,&plusmn; 0.2,1316.2,1248.9,7.27,0.01,&plusmn; 0.00,7.6,7.57,2.7,1.005,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,141.8;<a href= '/cvdata/assets/datafiles/fuelpress/JCBDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,2.1,&plusmn; 0.8,436,-,-,-,-,-,-,-,-,6.23,0.12,-,54.63,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,19.29,-,-,0.53,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jcbdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
310,15,850,14.8,0.180-a,-,140,>4,D2,436,Sandia,#JLCDHDH,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,-,-,-,-,-,-,-,-,864,830,-,-,-,15.56,15.2,3.61,1.009,-,-,-,-,-,-,139.61,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/' target='_blank'>rate of injection</a>,-,-,7.4,-,-,64,-,-,-,-,-,-,-,-,-,-,-,-,0.052,-,-,-,-,56.9,-,-,1.69,-,-,-,-,-, <a href='/cvdata/assets/datafiles/press/jlcdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
311,15,900,14.8,0.180-a,-,140,4,D2,436,Sandia,#JKCDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,900.2,1.3,&plusmn; 0.5,910.1,876,14.8,0.02,&plusmn; 0.01,15.3,15.21,3.82,1.009,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,140.9;<a href= '/cvdata/assets/datafiles/fuelpress/JKCDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,0.3,&plusmn; 0.5,436,-,-,-,-,-,-,-,-,6.44,0.07,-,56.64,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,44.27,-,-,1.15,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jkcdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
312,15,1000,14.8,0.180-a,-,140,3.5,D2,436,Sandia,#JICDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,999.5,2.3,&plusmn; 0.2,1005.3,966.5,14.78,0.04,&plusmn; 0.00,15.06,15.29,4.24,1.01,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,141.7;<a href= '/cvdata/assets/datafiles/fuelpress/JICDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.4,&plusmn; 0.5,436,-,-,-,-,-,-,-,-,5.46,0.2,-,48.15,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.051,-,-,-,-,29.51,-,-,0.73,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jicdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
313,15,1100,14.8,0.180-a,-,140,3.5,D2,436,Sandia,#JGCDHDHL,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,15,-,O2 = 15.00;N2 = 75.15;CO2 = 6.22;H2O = 3.62;,-,29.24,1100.2,1,&plusmn; 0.4,1106.1,1058.1,14.8,0.01,&plusmn; 0.00,15.06,15.39,4.68,1.01,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,141.8;<a href= '/cvdata/assets/datafiles/fuelpress/JGCDHDH-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.7,&plusmn; 1.1,436,-,-,-,-,-,-,-,-,5.61,0.19,-,49.57,-,-,0.77,-,-,-,0.18,-,<a href='/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/1997-to-2009/1997-to-2007/' target='_blank'>Inj. Char.</a>,-,-,-,0.05,-,-,-,-,22.99,-,-,0.48,-,-,-,-,-,<a href='/cvdata/assets/datafiles/press/jgcdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
314,15,1200,14.8,0.180-a,-,140,>4,D2,436,Sandia,#JECDHDH,-,<a href= '/diesel-spray-combustion/experimental-diagnostics/lift-off-length/' target='_blank'>LO</a> ; <a href= '/diesel-spray-combustion/experimental-diagnostics/light-based-ignition-delay/' target='_blank'>ID</a>,-,-,-,-,-,-,-,-,-,1207,1148,-,-,-,15.04,15.5,5.1,1.01,-,-,-,-,-,-,140.1,-,-,-,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/' target='_blank'>rate of injection</a>,-,-,5.8,-,-,49.6,-,-,-,-,-,-,-,-,-,-,-,-,0.052,-,-,-,-,17.4,-,-,0.35,-,-,-,-,-, <a href='/cvdata/assets/datafiles/press/jecdhDH-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,-,-
